time,x0,x1,x2
0.89,0.9999005854874748,1.597774966563114e-05,8.343677975955855e-05
0.9,0.9999005648520429,1.597286405604798e-05,8.346230080105008e-05
0.91,0.9999005442262391,1.596798441628619e-05,8.348780624463384e-05
0.92,0.9999005236100523,1.5963110733564285e-05,8.351329611413179e-05
0.93,0.9999005030034717,1.5958242995135903e-05,8.35387704333104e-05
0.9400000000000001,0.9999004824064859,1.5953381188466217e-05,8.356422922582718e-05
0.9500000000000001,0.9999004618190838,1.5948525301073253e-05,8.358967251527923e-05
0.96,0.9999004412412547,1.5943675320212802e-05,8.36151003253e-05
0.97,0.9999004206729872,1.5938831233342746e-05,8.36405126794176e-05
0.98,0.999900400114271,1.593399302796314e-05,8.366590960110386e-05
0.99,0.9999003795650947,1.592916069161634e-05,8.369129111377471e-05
1.0,0.9999003590254474,1.5924334211887137e-05,8.371665724079039e-05
1.01,0.9999003384953182,1.5919513576402866e-05,8.374200800545554e-05
1.02,0.9999003179746967,1.5914698772528322e-05,8.376734343094434e-05
1.03,0.9999002974635716,1.5909889788027932e-05,8.379266354046398e-05
1.04,0.9999002769619324,1.5905086610653912e-05,8.38179683571532e-05
1.05,0.9999002564697679,1.5900289228143348e-05,8.384325790408202e-05
1.06,0.9999002359870677,1.589549762826857e-05,8.386853220426403e-05
1.07,0.9999002155138207,1.5890711798836837e-05,8.38937912806568e-05
1.08,0.9999001950500164,1.588593172768999e-05,8.391903515616188e-05
1.09,0.999900174595644,1.588115740270034e-05,8.394426385362772e-05
1.1,0.9999001541506927,1.58763888117582e-05,8.396947739585915e-05
1.11,0.9999001337151519,1.5871625942816613e-05,8.399467580558347e-05
1.12,0.9999001132890107,1.5866868783849048e-05,8.401985910548233e-05
1.1300000000000001,0.9999000928722591,1.586211732286149e-05,8.404502731818232e-05
1.1400000000000001,0.999900072464886,1.5857371547892138e-05,8.407018046625521e-05
1.1500000000000001,0.999900052066881,1.5852631447011046e-05,8.409531857221811e-05
1.16,0.9999000316782334,1.5847897008319784e-05,8.412044165853361e-05
1.17,0.9999000112989324,1.584316822019794e-05,8.414554974763325e-05
1.18,0.9998999909289673,1.583844507095822e-05,8.417064286188502e-05
1.19,0.9998999705683279,1.583372754871017e-05,8.419572102358085e-05
1.2,0.9998999502170034,1.582901564175485e-05,8.422078425497401e-05
1.21,0.9998999298749834,1.582430933843321e-05,8.424583257826493e-05
1.22,0.9998999095422575,1.5819608627126347e-05,8.427086601560136e-05
1.23,0.9998998892188149,1.58149134962557e-05,8.429588458907876e-05
1.24,0.9998998689046452,1.581022393428332e-05,8.432088832074026e-05
1.25,0.9998998485997384,1.5805539929331962e-05,8.434587723257966e-05
1.26,0.9998998283040836,1.580086147007385e-05,8.437085134653548e-05
1.27,0.9998998080176706,1.5796188545060172e-05,8.439581068449575e-05
1.28,0.999899787740489,1.579152114284964e-05,8.442075526829735e-05
1.29,0.9998997674725285,1.578685925203398e-05,8.444568511972603e-05
1.3,0.9998997472137785,1.5782202861237678e-05,8.447060026051661e-05
1.31,0.9998997269642288,1.57775519591177e-05,8.449550071235325e-05
1.32,0.9998997067238691,1.577290653432208e-05,8.452038649686282e-05
1.33,0.9998996864926893,1.5768266575455522e-05,8.454525763560953e-05
1.34,0.9998996662706788,1.576363207132685e-05,8.457011415013583e-05
1.35,0.9998996460578276,1.5759003010694673e-05,8.45949560619208e-05
1.36,0.9998996258541255,1.5754379382345386e-05,8.46197833923934e-05
1.37,0.9998996056595623,1.5749761175092697e-05,8.464459616293241e-05
1.3800000000000001,0.9998995854741276,1.57451483777772e-05,8.466939439486685e-05
1.3900000000000001,0.9998995652978115,1.57405409792659e-05,8.469417810947587e-05
1.4000000000000001,0.9998995451306035,1.5735938968792568e-05,8.47189473279809e-05
1.41,0.9998995249724932,1.573134233542379e-05,8.474370207155867e-05
1.42,0.9998995048234709,1.5726751068093093e-05,8.476844236134058e-05
1.43,0.999899484683526,1.572216515591068e-05,8.479316821840528e-05
1.44,0.9998994645526484,1.5717584588033294e-05,8.481787966378207e-05
1.45,0.9998994444308282,1.571300935366534e-05,8.484257671845103e-05
1.46,0.9998994243180553,1.5708439441672557e-05,8.486725940334573e-05
1.47,0.9998994042143199,1.570387484097533e-05,8.48919277393508e-05
1.48,0.999899384119612,1.569931554100654e-05,8.491658174729874e-05
1.49,0.9998993640339213,1.5694761530986324e-05,8.494122144797499e-05
1.5,0.9998993439572379,1.569021280016602e-05,8.496584686211617e-05
1.51,0.999899323889552,1.5685669337871654e-05,8.499045801041665e-05
1.52,0.9998993038308533,1.5681131133472517e-05,8.50150549135239e-05
1.53,0.9998992837811319,1.5676598176300553e-05,8.50396375920263e-05
1.54,0.9998992637403781,1.5672070455754835e-05,8.50642060664689e-05
1.55,0.9998992437085817,1.5667547961268046e-05,8.508876035734831e-05
1.56,0.9998992236857329,1.5663030682298674e-05,8.511330048512206e-05
1.57,0.9998992036718216,1.5658518608333867e-05,8.513782647020535e-05
1.58,0.9998991836668384,1.5654011728910238e-05,8.516233833294573e-05
1.59,0.999899163670773,1.5649510033590136e-05,8.51868360936518e-05
1.6,0.9998991436836157,1.5645013511969037e-05,8.521131977258436e-05
1.61,0.9998991237053567,1.564052215361141e-05,8.523578938996647e-05
1.62,0.9998991037359861,1.5636035948044736e-05,8.526024496598431e-05
1.6300000000000001,0.9998990837754945,1.5631554884998853e-05,8.528468652074977e-05
1.6400000000000001,0.9998990638238717,1.5627078954157304e-05,8.530911407433932e-05
1.6500000000000001,0.9998990438811083,1.562260814523206e-05,8.533352764678238e-05
1.6600000000000001,0.9998990239471941,1.5618142447972524e-05,8.535792725807016e-05
1.67,0.9998990040221198,1.5613681852171815e-05,8.538231292816187e-05
1.68,0.9998989841058756,1.560922634762052e-05,8.540668467693921e-05
1.69,0.9998989641984519,1.5604775924151565e-05,8.543104252425048e-05
1.7,0.9998989442998387,1.5600330571627065e-05,8.545538648989762e-05
1.71,0.9998989244100266,1.5595890279969736e-05,8.547971659365314e-05
1.72,0.9998989045290056,1.5591455039188743e-05,8.550403285527368e-05
1.73,0.9998988846567667,1.5587024839177358e-05,8.552833529439221e-05
1.74,0.9998988647932996,1.5582599669926126e-05,8.555262393063171e-05
1.75,0.9998988449385952,1.557817952145564e-05,8.55768987835693e-05
1.76,0.9998988250926436,1.557376438381651e-05,8.560115987273622e-05
1.77,0.9998988052554355,1.5569354247089402e-05,8.562540721761788e-05
1.78,0.9998987854269611,1.5564949101384993e-05,8.564964083765381e-05
1.79,0.9998987656072111,1.5560548936791053e-05,8.567386075226748e-05
1.8,0.9998987457961759,1.5556153743298228e-05,8.569806698090791e-05
1.81,0.9998987259938461,1.5551763511219405e-05,8.572225954281402e-05
1.82,0.9998987062002122,1.5547378230763135e-05,8.57464384572545e-05
1.83,0.9998986864152645,1.5542997892166412e-05,8.577060374345291e-05
1.84,0.9998986666389938,1.5538622485694622e-05,8.579475542058803e-05
1.85,0.9998986468713907,1.553425200164159e-05,8.581889350779358e-05
1.86,0.9998986271124457,1.5529886430329543e-05,8.584301802415834e-05
1.87,0.9998986073621492,1.5525525762094524e-05,8.58671289887587e-05
1.8800000000000001,0.9998985876204922,1.5521169987255025e-05,8.589122642072835e-05
1.8900000000000001,0.9998985678874649,1.5516819096255515e-05,8.591531033893893e-05
1.9000000000000001,0.9998985481630583,1.551247307952485e-05,8.593938076231521e-05
1.9100000000000001,0.9998985284472628,1.550813192751978e-05,8.596343770973798e-05
1.92,0.9998985087400694,1.5503795630724976e-05,8.598748120004434e-05
1.93,0.9998984890414684,1.5499464179653013e-05,8.601151125202758e-05
1.94,0.9998984693514508,1.5495137564844363e-05,8.603552788443712e-05
1.95,0.9998984496700073,1.54908157768458e-05,8.605953111600625e-05
1.96,0.9998984299971284,1.54864988061426e-05,8.608352096553884e-05
1.97,0.999898410332805,1.548218664342553e-05,8.610749745156774e-05
1.98,0.9998983906770281,1.5477879279334443e-05,8.613146059268277e-05
1.99,0.9998983710297881,1.547357670453622e-05,8.61554104074312e-05
2.0,0.999898351391076,1.546927890972476e-05,8.617934691431749e-05
2.0100000000000002,0.9998983317608827,1.546498588562097e-05,8.620327013180351e-05
2.02,0.9998983121391988,1.5460697622972767e-05,8.62271800783084e-05
2.0300000000000002,0.9998982925260154,1.5456414112539374e-05,8.625107677222993e-05
2.04,0.9998982729213232,1.545213534502024e-05,8.627496023204025e-05
2.05,0.999898253325113,1.5447861311304813e-05,8.62988304759489e-05
2.06,0.9998982337373757,1.544359200223834e-05,8.632268752221885e-05
2.07,0.9998982141581024,1.5439327408692313e-05,8.634653138907146e-05
2.08,0.9998981945872839,1.5435067521564444e-05,8.63703620946865e-05
2.09,0.9998981750249112,1.5430812331778666e-05,8.63941796572021e-05
2.1,0.9998981554709752,1.5426561830285167e-05,8.641798409471476e-05
2.11,0.9998981359254667,1.5422316008047508e-05,8.644177542529714e-05
2.12,0.9998981163883769,1.5418074855961128e-05,8.646555366711074e-05
2.13,0.9998980968596969,1.5413838365122336e-05,8.6489318838034e-05
2.14,0.9998980773394175,1.540960652657591e-05,8.651307095601123e-05
2.15,0.9998980578275297,1.540537933139158e-05,8.653681003894696e-05
2.16,0.9998980383240247,1.5401156770663895e-05,8.656053610470595e-05
2.17,0.9998980188288935,1.539693883551212e-05,8.65842491711135e-05
2.18,0.9998979993421272,1.5392725517080052e-05,8.660794925595561e-05
2.19,0.9998979798637165,1.5388516806535872e-05,8.663163637697915e-05
2.2,0.9998979603936531,1.5384312695072052e-05,8.665531055189217e-05
2.21,0.9998979409319279,1.538011317390514e-05,8.667897179836388e-05
2.22,0.9998979214785317,1.5375918234195715e-05,8.670262013407054e-05
2.23,0.9998979020334562,1.5371727867231018e-05,8.672625557659158e-05
2.24,0.9998978825966922,1.53675420643076e-05,8.674987814347647e-05
2.25,0.9998978631682309,1.5363360816728104e-05,8.677348785224664e-05
2.2600000000000002,0.9998978437480637,1.5359184115817705e-05,8.679708472038639e-05
2.27,0.9998978243361818,1.535501195292389e-05,8.682066876534287e-05
2.2800000000000002,0.9998978049325761,1.5350844319416307e-05,8.684424000452652e-05
2.29,0.999897785537238,1.5346681206686564e-05,8.686779845531114e-05
2.3000000000000003,0.9998977661501588,1.5342522606148044e-05,8.689134413503424e-05
2.31,0.9998977467713297,1.5338368509235752e-05,8.69148770609971e-05
2.32,0.9998977274007421,1.5334218907534473e-05,8.693839725040867e-05
2.33,0.9998977080383868,1.5330073792617535e-05,8.696190472045652e-05
2.34,0.9998976886842557,1.53259331558909e-05,8.698539948837562e-05
2.35,0.9998976693383397,1.5321796988898906e-05,8.700888157131399e-05
2.36,0.9998976500006304,1.5317665283209093e-05,8.703235098638347e-05
2.37,0.9998976306711189,1.531353803041211e-05,8.705580775065995e-05
2.38,0.9998976113497967,1.530941522212166e-05,8.707925188118343e-05
2.39,0.9998975920366551,1.53052968499744e-05,8.710268339495828e-05
2.4,0.9998975727316853,1.530118290562992e-05,8.71261023089534e-05
2.41,0.9998975534348792,1.5297073380770586e-05,8.714950864010238e-05
2.42,0.9998975341462276,1.529296826708137e-05,8.717290240528265e-05
2.43,0.9998975148657226,1.5288867556168296e-05,8.719628362123095e-05
2.44,0.9998974955933553,1.5284771239860032e-05,8.721965230485734e-05
2.45,0.9998974763291172,1.5280679309917182e-05,8.724300847294299e-05
2.46,0.9998974570729996,1.5276591758121573e-05,8.726635214223329e-05
2.47,0.9998974378249943,1.527250857627606e-05,8.728968332943795e-05
2.48,0.9998974185850926,1.5268429756204446e-05,8.731300205123116e-05
2.49,0.999897399353286,1.5264355289751356e-05,8.733630832425157e-05
2.5,0.999897380129566,1.5260285168782058e-05,8.73596021651026e-05
2.5100000000000002,0.9998973609139244,1.525621938518238e-05,8.738288359035236e-05
2.52,0.9998973417063526,1.5252157930858567e-05,8.740615261653387e-05
2.5300000000000002,0.999897322506842,1.5248100797868216e-05,8.742940926010299e-05
2.54,0.9998973033153845,1.5244047978111974e-05,8.745265353753769e-05
2.5500000000000003,0.9998972841319711,1.5239999463547729e-05,8.74758854652691e-05
2.56,0.999897264956594,1.5235955246176063e-05,8.749910505968645e-05
2.57,0.9998972457892449,1.5231915318018715e-05,8.752231233714388e-05
2.58,0.999897226629915,1.5227879671118502e-05,8.754550731396069e-05
2.59,0.999897207478596,1.5223848297539248e-05,8.75686900064213e-05
2.6,0.9998971883352799,1.5219821189365727e-05,8.759186043077545e-05
2.61,0.9998971691999581,1.5215798338703582e-05,8.761501860323822e-05
2.62,0.9998971500726224,1.5211779737679247e-05,8.763816453999017e-05
2.63,0.9998971309532643,1.520776537849247e-05,8.766129825719031e-05
2.64,0.9998971118418758,1.5203755253340965e-05,8.768441977095771e-05
2.65,0.9998970927384483,1.5199749354380718e-05,8.770752909736186e-05
2.66,0.9998970736429738,1.519574767383007e-05,8.773062625244845e-05
2.67,0.9998970545554439,1.5191750203928771e-05,8.775371125222923e-05
2.68,0.9998970354758504,1.5187756936937924e-05,8.777678411268225e-05
2.69,0.9998970164041852,1.5183767865139974e-05,8.77998448497519e-05
2.7,0.9998969973404399,1.5179782980838671e-05,8.782289347934907e-05
2.71,0.9998969782846063,1.517580227635905e-05,8.784593001735115e-05
2.72,0.9998969592366763,1.5171825744047386e-05,8.786895447960225e-05
2.73,0.999896940196642,1.5167853376229198e-05,8.789196688191622e-05
2.74,0.9998969211644949,1.516388516510091e-05,8.791496724008422e-05
2.75,0.9998969021402272,1.5159921103198707e-05,8.793795556984215e-05
2.7600000000000002,0.9998968831238302,1.5155961182932752e-05,8.796093188690325e-05
2.77,0.9998968641152963,1.5152005396732172e-05,8.798389620694813e-05
2.7800000000000002,0.9998968451146174,1.5148053737044938e-05,8.800684854562481e-05
2.79,0.9998968261217853,1.5144106196337754e-05,8.802978891854886e-05
2.8000000000000003,0.9998968071367916,1.5140162767095914e-05,8.805271734130353e-05
2.81,0.9998967881596288,1.5136223441823196e-05,8.80756338294398e-05
2.82,0.9998967691902885,1.5132288213041723e-05,8.809853839847662e-05
2.83,0.9998967502287629,1.512835707329187e-05,8.812143106390078e-05
2.84,0.9998967312750436,1.512443001524974e-05,8.81443118411497e-05
2.85,0.9998967123291229,1.5120507031443423e-05,8.816718074565378e-05
2.86,0.9998966933909929,1.5116588114463534e-05,8.819003779280504e-05
2.87,0.9998966744606451,1.5112673256934119e-05,8.821288299796159e-05
2.88,0.999896655538072,1.5108762451498025e-05,8.823571637644995e-05
2.89,0.9998966366232657,1.5104855690816824e-05,8.8258537943565e-05
2.9,0.999896617716218,1.510095296757075e-05,8.828134771457021e-05
2.91,0.999896598816921,1.5097054274458613e-05,8.830414570469778e-05
2.92,0.9998965799253667,1.5093159604197732e-05,8.832693192914862e-05
2.93,0.9998965610415474,1.5089268949523877e-05,8.834970640309244e-05
2.94,0.9998965421654553,1.5085382303274672e-05,8.837246914165346e-05
2.95,0.9998965232970818,1.5081499658257157e-05,8.83952201599333e-05
2.96,0.9998965044364199,1.507762100721812e-05,8.841795947301672e-05
2.97,0.9998964855834612,1.507374634298027e-05,8.844068709594747e-05
2.98,0.9998964667381979,1.5069875658385785e-05,8.846340304373852e-05
2.99,0.9998964479006224,1.5066008946296316e-05,8.848610733137199e-05
3.0,0.9998964290707267,1.5062146199592953e-05,8.850879997379938e-05
3.0100000000000002,0.9998964102485028,1.5058287411176226e-05,8.853148098594154e-05
3.02,0.9998963914339434,1.5054432573966088e-05,8.855415038268878e-05
3.0300000000000002,0.9998963726270402,1.5050581680901908e-05,8.857680817890115e-05
3.04,0.999896353827786,1.5046734724888129e-05,8.85994543894057e-05
3.0500000000000003,0.9998963350361725,1.504289169870848e-05,8.862208902899317e-05
3.06,0.9998963162521922,1.5039052595491553e-05,8.864471211243864e-05
3.0700000000000003,0.9998962974758374,1.5035217408231608e-05,8.866732365448029e-05
3.08,0.9998962787071004,1.5031386129939931e-05,8.86899236698262e-05
3.09,0.9998962599459733,1.502755875364473e-05,8.871251217315451e-05
3.1,0.9998962411924487,1.5023735272391031e-05,8.873508917911347e-05
3.11,0.9998962224465185,1.5019915679240546e-05,8.875765470232148e-05
3.12,0.9998962037081754,1.5016099967271575e-05,8.878020875736724e-05
3.13,0.9998961849774117,1.501228812957888e-05,8.880275135880984e-05
3.14,0.9998961662542196,1.5008480159273596e-05,8.882528252117876e-05
3.15,0.9998961475385917,1.5004676049583999e-05,8.88478022589732e-05
3.16,0.9998961288305199,1.5000875793606524e-05,8.887031058666424e-05
3.17,0.999896110129997,1.4997079384500833e-05,8.88928075186933e-05
3.18,0.9998960914370153,1.4993286815452177e-05,8.891529306947252e-05
3.19,0.9998960727515672,1.4989498079662573e-05,8.893776725338488e-05
3.2,0.999896054073645,1.498571317035072e-05,8.89602300847843e-05
3.21,0.9998960354032415,1.4981932080751922e-05,8.898268157799583e-05
3.22,0.9998960167403488,1.4978154804118034e-05,8.900512174731563e-05
3.23,0.9998959980849595,1.4974381333717381e-05,8.902755060701101e-05
3.24,0.9998959794370661,1.4970611662834676e-05,8.904996817132071e-05
3.25,0.9998959607966608,1.4966845784892523e-05,8.907237445445306e-05
3.2600000000000002,0.9998959421637365,1.4963083693242163e-05,8.909476947058923e-05
3.27,0.9998959235382853,1.4959325381163052e-05,8.911715323388301e-05
3.2800000000000002,0.9998959049202997,1.4955570842023736e-05,8.913952575845896e-05
3.29,0.9998958863097727,1.4951820069210707e-05,8.916188705841328e-05
3.3000000000000003,0.9998958677066964,1.4948073056128392e-05,8.918423714781402e-05
3.31,0.9998958491110633,1.4944329796199183e-05,8.920657604070109e-05
3.3200000000000003,0.9998958305228663,1.4940590282863424e-05,8.92289037510863e-05
3.33,0.9998958119420976,1.4936854509579446e-05,8.925122029295364e-05
3.34,0.9998957933687501,1.4933122469823566e-05,8.927352568025918e-05
3.35,0.9998957748028163,1.4929394157011077e-05,8.92958199269289e-05
3.36,0.999895756244289,1.4925669564429122e-05,8.931810304685688e-05
3.37,0.9998957376931604,1.49219486857643e-05,8.934037505392061e-05
3.38,0.9998957191494237,1.4918231514536581e-05,8.936263596196479e-05
3.39,0.9998957006130711,1.4914518044281078e-05,8.938488578480654e-05
3.4,0.9998956820840954,1.4910808268547918e-05,8.940712453623552e-05
3.41,0.9998956635624892,1.4907102180902131e-05,8.94293522300141e-05
3.42,0.9998956450482452,1.4903399774923543e-05,8.945156887987735e-05
3.43,0.9998956265413563,1.4899701044206631e-05,8.947377449953307e-05
3.44,0.9998956080418152,1.4896005982360446e-05,8.949596910266209e-05
3.45,0.9998955895496142,1.489231458300846e-05,8.951815270291805e-05
3.46,0.9998955710647462,1.4888626839967808e-05,8.954032531391685e-05
3.47,0.999895552587204,1.48849427467977e-05,8.956248694926404e-05
3.48,0.9998955341169804,1.4881262297169983e-05,8.958463762253237e-05
3.49,0.9998955156540681,1.4877585484781481e-05,8.96067773472672e-05
3.5,0.9998954971984597,1.4873912303344534e-05,8.962890613698721e-05
3.5100000000000002,0.9998954787501485,1.4870242746586927e-05,8.965102400518442e-05
3.52,0.9998954603091265,1.4866576808251849e-05,8.967313096532425e-05
3.5300000000000002,0.9998954418753871,1.4862914482097861e-05,8.969522703084565e-05
3.54,0.999895423448923,1.485925576189883e-05,8.971731221516116e-05
3.5500000000000003,0.9998954050297272,1.485560064144389e-05,8.973938653165694e-05
3.56,0.9998953866177919,1.4851949114580666e-05,8.97614499936884e-05
3.5700000000000003,0.9998953682131104,1.4848301175135577e-05,8.978350261458856e-05
3.58,0.9998953498156754,1.4844656816927152e-05,8.980554440766672e-05
3.59,0.9998953314254801,1.4841016033811471e-05,8.982757538620386e-05
3.6,0.999895313042517,1.4837378819660277e-05,8.984959556345484e-05
3.61,0.9998952946667792,1.4833745168360964e-05,8.987160495264864e-05
3.62,0.9998952762982594,1.4830115073816548e-05,8.989360356698837e-05
3.63,0.9998952579369506,1.482648852994566e-05,8.991559141965134e-05
3.64,0.9998952395828457,1.4822865530682514e-05,8.99375685237891e-05
3.65,0.9998952212359377,1.4819246069976898e-05,8.995953489252759e-05
3.66,0.9998952028962194,1.4815630141747394e-05,8.998149053896565e-05
3.67,0.9998951845636842,1.4812017739867587e-05,9.000343547617481e-05
3.68,0.9998951662383245,1.4808408858410847e-05,9.002536971720689e-05
3.69,0.9998951479201337,1.4804803491374305e-05,9.004729327508546e-05
3.7,0.9998951296091046,1.4801201632769057e-05,9.006920616280884e-05
3.71,0.9998951113052302,1.4797603276620097e-05,9.009110839335003e-05
3.72,0.9998950930085035,1.4794008416966201e-05,9.011299997965688e-05
3.73,0.9998950747189177,1.4790417047859872e-05,9.013488093465216e-05
3.74,0.9998950564364656,1.4786829163367244e-05,9.01567512712335e-05
3.75,0.9998950381611403,1.4783244757567992e-05,9.017861100227372e-05
3.7600000000000002,0.999895019892935,1.4779663824555253e-05,9.020046014062062e-05
3.77,0.9998950016318424,1.4776086358586313e-05,9.022229869909128e-05
3.7800000000000002,0.999894983377856,1.4772512353695823e-05,9.024412669048734e-05
3.79,0.9998949651309685,1.476894180402591e-05,9.026594412758203e-05
3.8000000000000003,0.9998949468911732,1.4765374703736253e-05,9.028775102312382e-05
3.81,0.9998949286584634,1.476181104700089e-05,9.03095473898366e-05
3.8200000000000003,0.9998949104328317,1.4758250828008193e-05,9.033133324041973e-05
3.83,0.9998948922142716,1.4754694040960851e-05,9.035310858754811e-05
3.84,0.9998948740027762,1.475114068007582e-05,9.037487344387232e-05
